"Machen_ChristianityLiberalism" "Machen_LitHistNT" "Machen_OriginPaulReligion" "Mencken_AmericanLanguage" "Mencken_DefenseWomen" "Mencken_Nietzche" "Poe_FallHouseUsher" "Poe_Works1" "Rian_Unbelief" "VanTil_ChristianTheisticEthics" "VanTil_ProtestantDoctrineScripture" "VanTil_SurveyChristianEpistemology"
"difficult" 0.0281576122344825 0.0191065417159494 0.0353886857316189 0.0174068948710584 0.0408850408850409 0.0116060144946225 0 0.0169752267784202 0 0.00607327844246436 0.00171013253527148 0.0153020887351123
"gentile" 0.00351970152931031 0.0509507779091984 0.0918420653511063 0 0 0 0 0 0 0 0 0
"public" 0.0140788061172413 0.0172868710763352 0.0126388163327211 0.033073100255011 0.0625300625300625 0.0154746859928301 0.0880798590722255 0.0424380669460506 0 0 0 0
"luke" 0.00175985076465516 0.141024474570103 0.00674070204411789 0.00174068948710584 0 0 0 0 0 0 0 0
"points" 0.0123189553525861 0.0118278591574925 0.0193795183768389 0.00609241320487045 0.00721500721500722 0.0167642431588992 0.0195733020160501 0.0212190334730253 0 0.0286311698001891 0.0307823856348867 0.0229531331026685
"mystery" 0.0105591045879309 0.0127376944772996 0.0539256163529432 0.000870344743552921 0.0216450216450216 0.00128955716606917 0.00978665100802505 0.0297066468622354 0 0.00433805603033169 0.0136810602821719 0.0238032491435081
"study" 0.00351970152931031 0.0482212719497771 0.00842587755514737 0.0313324107679052 0.00962000962000962 0.0167642431588992 0 0.0031828550209538 0.0390472471690746 0.0069408896485307 0.0222317229585293 0.0187025528984706
"supposed" 0.0263977614698274 0.0227458829951779 0.0556107918639726 0.00609241320487045 0.00721500721500722 0 0.00978665100802505 0.0381942602514455 0 0.00520566723639803 0.00342026507054297 0.0034004641633583
"began" 0.00703940305862063 0.015467200436721 0.01600916735478 0.0417765476905402 0.00962000962000962 0.0464240579784902 0 0.0212190334730253 0.0390472471690746 0.0069408896485307 0.00171013253527148 0.00510069624503745
"conclusion" 0.00703940305862063 0.0272950595942134 0.0151665795992653 0.00261103423065876 0.00481000481000481 0.0232120289892451 0.00978665100802505 0.0148533234311177 0 0.0208226689455921 0.0171013253527148 0.034004641633583
"gods" 0 0.0136475297971067 0.0615089061525758 0.000870344743552921 0.00481000481000481 0.0477136151445594 0 0.00106095167365127 0 0.0216902801516584 0.00513039760581445 0.00595081228587702
"appeared" 0.00879925382327579 0.015467200436721 0.0244350449099274 0.0208882738452701 0.00962000962000962 0.0245015861553143 0.0293599530240752 0.0445599702933531 0 0.00954372326672971 0.0102607952116289 0.00255034812251872
"galatians" 0.0105591045879309 0.0454917659903557 0.0884717143290474 0 0 0.00128955716606917 0 0 0 0.000867611206066338 0 0
"lies" 0.0175985076465516 0.0100081885178783 0.0117962285772063 0.011314481666188 0.0408850408850409 0.0270807004874526 0.00978665100802505 0.00848761338921012 0 0.0321016146244545 0.0119709277469004 0.0204027849801498
"note" 0.00351970152931031 0.00454917659903557 0.00337035102205895 0.0269806870501406 0.00240500240500241 0.00773734299641503 0 0.00636571004190759 0 0.0485862275397149 0.0153911928174434 0.0365549897561017
"development" 0.0140788061172413 0.015467200436721 0.0219072816433832 0.00696275794842337 0.00481000481000481 0.0103164573285534 0 0.00424380669460506 0 0.0520566723639803 0.00171013253527148 0.0238032491435081
"hope" 0.0404765675870686 0.0309344008734419 0.0143239918437505 0.00609241320487045 0.0264550264550265 0.0232120289892451 0.0195733020160501 0.015914275104769 0 0.0216902801516584 0.00171013253527148 0.00765104436755617
"sought" 0.0140788061172413 0.0145573651169138 0.0202221061323537 0.0147958606403997 0.00721500721500722 0.0322389291517293 0.0195733020160501 0.00636571004190759 0 0.0277635585941228 0.00855066267635742 0.0204027849801498
"calvin" 0.00351970152931031 0.000909835319807115 0 0.000870344743552921 0 0 0 0.00106095167365127 0 0.0069408896485307 0.100897819581018 0.0756603276347221
"deal" 0.00527955229396547 0.00454917659903557 0.01600916735478 0.0234993080759289 0.0288600288600289 0.0167642431588992 0 0.00424380669460506 0 0.0355720594487198 0.0171013253527148 0.0229531331026685
"turn" 0.0158386568818964 0.00272950595942134 0.00758328979963263 0.0200179291017172 0.0144300144300144 0.0180538003249684 0.00978665100802505 0.0116704684101639 0 0.0242931137698575 0.0307823856348867 0.0331545255927434
"went" 0.00703940305862063 0.0127376944772996 0.0303331591985305 0.0287213765372464 0.00240500240500241 0.0257911433213834 0.0195733020160501 0.0424380669460506 0 0.00867611206066338 0.00171013253527148 0
"city" 0.00703940305862063 0.0282048949140206 0.0168517551102947 0.0356841344856698 0.00721500721500722 0.00386867149820752 0.0195733020160501 0.0371333085777943 0.0780944943381492 0.0121465568849287 0.00171013253527148 0.0034004641633583
"kind" 0.0404765675870686 0.0172868710763352 0.0261202204209568 0.0104441369226351 0.00240500240500241 0.00773734299641503 0.00978665100802505 0.0381942602514455 0.0390472471690746 0.0104113344727961 0.00342026507054297 0.0136018566534332
"saying" 0.00879925382327579 0.00272950595942134 0.00589811428860316 0.00957379217908213 0.00962000962000962 0.00773734299641503 0 0.00424380669460506 0 0.0390425042729852 0.0188114578879863 0.0544074266137328
"applied" 0.0263977614698274 0.0272950595942134 0.0387590367536779 0.0174068948710584 0.00481000481000481 0.00644778583034586 0 0.00742666171555886 0 0.0104113344727961 0.00684053014108593 0.0153020887351123
"testimony" 0.00703940305862063 0.0363934127922846 0.0631940816636053 0.00261103423065876 0.00240500240500241 0.00257911433213834 0 0.0137923717574664 0.156188988676298 0 0.00684053014108593 0.0110515085309145
"usually" 0.0175985076465516 0.0172868710763352 0.0227498693988979 0.0313324107679052 0.0481000481000481 0.00515822866427669 0.00978665100802505 0.0116704684101639 0 0.0130141680909951 0.00171013253527148 0.0127517406125936
"glory" 0.0193583584112067 0.0363934127922846 0.01600916735478 0.00174068948710584 0 0.00386867149820752 0.0195733020160501 0.00742666171555886 0 0.0347044482426535 0.0290722530996152 0.0144519726942728
"ground" 0.0246379107051722 0.0100081885178783 0.0126388163327211 0.0121848264097409 0.0144300144300144 0.0154746859928301 0 0.0180361784520715 0 0.0190874465334594 0.0307823856348867 0.0246533651843477
"message" 0.131988807349137 0.0345737421526704 0.0210646938878684 0 0 0.00128955716606917 0 0.00212190334730253 0 0.00260283361819901 0.0205215904232578 0.00170023208167915
"obvious" 0.022878059940517 0.00727868255845692 0.01600916735478 0.0252399975630347 0.0505050505050505 0.0399762721481443 0 0.0137923717574664 0 0.00607327844246436 0.0119709277469004 0.00850116040839575
"particularly" 0.0140788061172413 0.0145573651169138 0.0176943428658095 0.0339434449985639 0.0360750360750361 0.0141851288267609 0.0195733020160501 0.00848761338921012 0.0390472471690746 0.0130141680909951 0.0153911928174434 0.0110515085309145
"spiritual" 0.0281576122344825 0.0436720953507415 0.0370738612426484 0 0.00721500721500722 0.00128955716606917 0.00978665100802505 0.00106095167365127 0 0.0173522241213268 0.0136810602821719 0.0136018566534332
"c" 0.00175985076465516 0.0145573651169138 0.00674070204411789 0.0400358582034344 0.00721500721500722 0.00644778583034586 0.0489332550401253 0.015914275104769 0.0390472471690746 0.0156170017091941 0.0188114578879863 0.0238032491435081
"earlier" 0.00527955229396547 0.0191065417159494 0.0219072816433832 0.0200179291017172 0.00240500240500241 0.00644778583034586 0 0.0031828550209538 0 0.0321016146244545 0.0547242411286875 0.00510069624503745
"else" 0.022878059940517 0.0282048949140206 0.0176943428658095 0.0104441369226351 0.0192400192400192 0.0128955716606917 0 0.0106095167365127 0 0.0130141680909951 0.0188114578879863 0.0221030170618289
"literature" 0.0105591045879309 0.0145573651169138 0.0176943428658095 0.055702063587387 0.0216450216450216 0.0141851288267609 0 0.00848761338921012 0 0.0147493905031277 0.00342026507054297 0.00255034812251872
"mark" 0.00527955229396547 0.0764261668637976 0.0303331591985305 0.0139255158968467 0.00481000481000481 0.00515822866427669 0 0.00424380669460506 0 0.000867611206066338 0.00171013253527148 0.00510069624503745
"plan" 0.00351970152931031 0.0136475297971067 0.00337035102205895 0.00522206846131753 0.0168350168350168 0.0128955716606917 0 0.00424380669460506 0.195236235845373 0.0147493905031277 0.0273621205643437 0.0603582388996098
"high" 0.0263977614698274 0.015467200436721 0.0101110530661768 0.0287213765372464 0.0336700336700337 0.0167642431588992 0.00978665100802505 0.0190971301257228 0 0.0130141680909951 0.0171013253527148 0.0068009283267166
"intellectual" 0.0140788061172413 0.0218360476753708 0.00505552653308842 0.000870344743552921 0.0745550745550746 0.0193433574910376 0.0195733020160501 0.00424380669460506 0 0.0294987810062555 0.00855066267635742 0.0221030170618289
"persons" 0.0439962691163789 0.0291147302338277 0.0185369306213242 0.0156662053839526 0.00481000481000481 0.0103164573285534 0 0.0233409368203278 0 0.00520566723639803 0.00342026507054297 0.0161522047759519
"righteousness" 0.0281576122344825 0.0163770357565281 0.0143239918437505 0 0 0 0 0 0 0.0815554533702357 0.00855066267635742 0.00510069624503745
"similar" 0.0211182091758619 0.0272950595942134 0.0286479836875011 0.0174068948710584 0 0.00257911433213834 0.0195733020160501 0.0265237918412816 0 0.0147493905031277 0.0136810602821719 0.00510069624503745
"strong" 0.0105591045879309 0.0181967063961423 0.00505552653308842 0.021758618588823 0.012025012025012 0.074794315632012 0.00978665100802505 0.020158081799374 0 0.0069408896485307 0.00342026507054297 0.00510069624503745
"biblical" 0.0123189553525861 0.00181967063961423 0.00421293877757368 0.00348137897421169 0 0.00257911433213834 0 0 0.0390472471690746 0.0294987810062555 0.0872167592988457 0.0416556860011392
"g" 0.00527955229396547 0 0 0.0931268875601626 0.0168350168350168 0.00386867149820752 0 0.0127314200838152 0 0.00520566723639803 0.0119709277469004 0.00850116040839575
"independence" 0 0.015467200436721 0.0126388163327211 0.0156662053839526 0.00721500721500722 0.00644778583034586 0 0.00106095167365127 0 0.0104113344727961 0.0102607952116289 0.0663090511854868
"objection" 0.0827129859387924 0.0100081885178783 0.0429719755312516 0.00174068948710584 0.00240500240500241 0.00644778583034586 0 0.0031828550209538 0 0.0173522241213268 0.00684053014108593 0.00935127644923532
"sufficient" 0.00703940305862063 0.0181967063961423 0.0176943428658095 0.0104441369226351 0.0168350168350168 0.0141851288267609 0.0195733020160501 0.0350114052304918 0 0.0147493905031277 0.0324925181701582 0.00765104436755617
"ancient" 0.0123189553525861 0.0263852242744063 0.0337035102205895 0.00609241320487045 0.0192400192400192 0.0477136151445594 0.0195733020160501 0.0031828550209538 0 0.00867611206066338 0.00171013253527148 0.00850116040839575
"antioch" 0.00175985076465516 0.0527704485488127 0.0758328979963263 0 0 0 0 0.00530475836825633 0 0 0 0
"takes" 0.00703940305862063 0.0100081885178783 0.000842587755514737 0.0147958606403997 0.0481000481000481 0.0141851288267609 0.00978665100802505 0.00106095167365127 0 0.0225578913577248 0.0290722530996152 0.0382552218377809
"apart" 0.00527955229396547 0.0063688472386498 0.0101110530661768 0.00348137897421169 0.00481000481000481 0.00386867149820752 0.00978665100802505 0.00530475836825633 0 0.0173522241213268 0.0342026507054297 0.0646088191038077
"books" 0.0140788061172413 0.031844236193249 0.0134814040882358 0.0269806870501406 0.0288600288600289 0.037397157816006 0.0293599530240752 0.00424380669460506 0 0.00347044482426535 0.00855066267635742 0.00510069624503745
"equally" 0.0158386568818964 0.000909835319807115 0.0109536408216916 0.00435172371776461 0.012025012025012 0.0090269001624842 0 0.00954856506286139 0 0.0251607249759238 0.0205215904232578 0.0535573105728932
"interest" 0.0140788061172413 0.0200163770357565 0.0235924571544126 0.0104441369226351 0.0144300144300144 0.0141851288267609 0.00978665100802505 0.0190971301257228 0 0.0216902801516584 0.0119709277469004 0.0127517406125936
"late" 0.0105591045879309 0.0118278591574925 0.0185369306213242 0.0435172371776461 0.0481000481000481 0.0180538003249684 0.0195733020160501 0.0254628401676304 0 0 0.00171013253527148 0.000850116040839575
"usage" 0.00351970152931031 0.00818851787826403 0.0362312734871337 0.0818124058939746 0 0 0 0.00212190334730253 0 0.00173522241213268 0 0.000850116040839575
"country" 0.00879925382327579 0.0181967063961423 0.00505552653308842 0.0696275794842337 0.0144300144300144 0.0090269001624842 0.0391466040321002 0.0180361784520715 0 0.00173522241213268 0 0.00425058020419787
"element" 0.0369568660577583 0.0118278591574925 0.0294905714430158 0.00174068948710584 0.00240500240500241 0.00386867149820752 0 0 0 0.0234255025637911 0.0153911928174434 0.0348547576744226
"stand" 0.0422364183517238 0.0163770357565281 0.0101110530661768 0.00609241320487045 0.0336700336700337 0.0128955716606917 0.00978665100802505 0.00742666171555886 0.117141741507224 0.0199550577395258 0.0324925181701582 0.011901624571754
"small" 0.0105591045879309 0.0100081885178783 0.00168517551102947 0.0365544792292227 0.0408850408850409 0.0219224718231759 0.0685065570561754 0.0434990186197019 0 0.00347044482426535 0.00342026507054297 0.00170023208167915
"tendency" 0.0123189553525861 0.00545901191884269 0.0168517551102947 0.0382951687163285 0.0168350168350168 0.037397157816006 0 0.00530475836825633 0 0.0130141680909951 0.00342026507054297 0.0136018566534332
"conversion" 0.00351970152931031 0.023655718314985 0.0893143020845621 0 0.00240500240500241 0 0 0 0 0.00780850085459704 0.00342026507054297 0.0034004641633583
"discussion" 0.00703940305862063 0.00545901191884269 0.0235924571544126 0.00957379217908213 0.00240500240500241 0.0090269001624842 0 0.00212190334730253 0 0.0216902801516584 0.0307823856348867 0.0408055699602996
"rate" 0.033437164528448 0.0373032481120917 0.0505552653308842 0.00174068948710584 0.0144300144300144 0.00128955716606917 0 0.0127314200838152 0 0.00347044482426535 0.00171013253527148 0.0034004641633583
"self" 0.00527955229396547 0 0 0.00957379217908213 0.00481000481000481 0.00386867149820752 0 0.00424380669460506 0 0.0754821749277714 0.00855066267635742 0.0297540614293851
"business" 0.0158386568818964 0.00818851787826403 0 0.033073100255011 0.110630110630111 0.0193433574910376 0.0195733020160501 0.0169752267784202 0 0.00780850085459704 0 0.00425058020419787
"look" 0.00879925382327579 0.00727868255845692 0.00674070204411789 0.00957379217908213 0.012025012025012 0.0116060144946225 0 0.0244018884939791 0 0.0312340034183882 0.0239418554938008 0.0255034812251872
"perfectly" 0.0475159706456892 0.0209262123555636 0.0286479836875011 0.0130551711532938 0.00481000481000481 0.0103164573285534 0.00978665100802505 0.0106095167365127 0.0780944943381492 0.0216902801516584 0 0.00170023208167915
"questions" 0.0158386568818964 0.015467200436721 0.0252776326654421 0.000870344743552921 0.00240500240500241 0.0128955716606917 0 0.00530475836825633 0 0.0373072818608525 0.00513039760581445 0.0255034812251872
"error" 0.0263977614698274 0.0227458829951779 0.0185369306213242 0.00435172371776461 0.00481000481000481 0.0322389291517293 0 0.015914275104769 0 0.0069408896485307 0.0188114578879863 0.0170023208167915
"opposition" 0.0140788061172413 0.0191065417159494 0.0117962285772063 0.00870344743552921 0.00962000962000962 0.0283702576535218 0 0 0 0.0234255025637911 0.0153911928174434 0.028053829347706
"source" 0.00351970152931031 0.00909835319807115 0.0244350449099274 0.000870344743552921 0.00240500240500241 0.00515822866427669 0.00978665100802505 0.00212190334730253 0.0390472471690746 0.0329692258305208 0.0376229157759726 0.0314542935110643
"wholly" 0 0.00181967063961423 0 0.0208882738452701 0.0481000481000481 0.0116060144946225 0 0.00636571004190759 0 0.0355720594487198 0.0461735784523301 0.0161522047759519
"apostle" 0.00879925382327579 0.0691474843053407 0.0421293877757368 0 0.00240500240500241 0.00257911433213834 0 0 0 0.00347044482426535 0.0119709277469004 0.00170023208167915
"appeal" 0.0211182091758619 0.0254753889545992 0.0353886857316189 0.00348137897421169 0.00240500240500241 0.00386867149820752 0 0.00212190334730253 0 0.0225578913577248 0.0239418554938008 0.0127517406125936
"except" 0.00527955229396547 0.0109180238376854 0.0227498693988979 0.00522206846131753 0.00240500240500241 0.0090269001624842 0.0489332550401253 0.0180361784520715 0.0390472471690746 0.0156170017091941 0.0256519880290723 0.0297540614293851
"goes" 0.0123189553525861 0.0063688472386498 0.00589811428860316 0.0417765476905402 0.0312650312650313 0.0154746859928301 0 0.00212190334730253 0 0.0164846129152604 0.0171013253527148 0.0187025528984706
"proper" 0.00527955229396547 0.0145573651169138 0.00674070204411789 0.0269806870501406 0.00481000481000481 0.0103164573285534 0 0.0286456951885842 0 0.0130141680909951 0.0393330483112441 0.011901624571754
"writers" 0.0105591045879309 0.0373032481120917 0.0176943428658095 0.0121848264097409 0.00481000481000481 0.00257911433213834 0 0.0031828550209538 0 0.00867611206066338 0.0427533133817871 0.0195526689393102
"coming" 0.0193583584112067 0.0272950595942134 0.0328609224650747 0.0121848264097409 0.00240500240500241 0.00515822866427669 0.00978665100802505 0.0116704684101639 0 0.0199550577395258 0.0102607952116289 0.00510069624503745
"following" 0.00351970152931031 0.0145573651169138 0.00926846531066211 0.0469986161518577 0.00240500240500241 0.0090269001624842 0.0293599530240752 0.0180361784520715 0 0.0147493905031277 0.0239418554938008 0.0034004641633583
"house" 0.00703940305862063 0.0100081885178783 0.00337035102205895 0.0278510317936935 0.0240500240500241 0.0090269001624842 0.185946369152476 0.0456209219670044 0 0.00173522241213268 0.0136810602821719 0.00510069624503745
"judaism" 0 0.0418524247111273 0.0825736000404442 0 0 0.00128955716606917 0 0 0 0.000867611206066338 0 0
"st" 0 0.0645983077063052 0.00926846531066211 0.0165365501275055 0.00481000481000481 0.00773734299641503 0 0.0307675985358867 0 0.00260283361819901 0 0.00425058020419787
"although" 0.0123189553525861 0.0181967063961423 0.0176943428658095 0.00174068948710584 0 0.00128955716606917 0.0880798590722255 0.0806323271974961 0 0.00433805603033169 0.00342026507054297 0.00170023208167915
"cross" 0.0950319412913785 0.0263852242744063 0.0311757469540453 0 0 0.00644778583034586 0 0.00424380669460506 0.0390472471690746 0.00954372326672971 0.00513039760581445 0.000850116040839575
"die" 0.00175985076465516 0.00363934127922846 0.0438145632867663 0.0156662053839526 0.0144300144300144 0.045134500812421 0 0.00636571004190759 0 0.00780850085459704 0.00171013253527148 0.0110515085309145
"mr" 0.00703940305862063 0 0 0.0313324107679052 0 0.0116060144946225 0 0.0997294573232189 0 0 0 0.00170023208167915
"war" 0.0193583584112067 0.00727868255845692 0.00252776326654421 0.0478689608954107 0.0529100529100529 0.0399762721481443 0 0.00212190334730253 0.0390472471690746 0.00607327844246436 0 0.00425058020419787
"chief" 0.0123189553525861 0.0200163770357565 0.0126388163327211 0.033073100255011 0.0384800384800385 0.0232120289892451 0.0195733020160501 0.00954856506286139 0 0.0069408896485307 0 0.00765104436755617
"elements" 0.0105591045879309 0.0100081885178783 0.0572959673750021 0.00435172371776461 0.0192400192400192 0.00644778583034586 0 0.00106095167365127 0 0.0121465568849287 0.00855066267635742 0.0178524368576311
"help" 0.022878059940517 0.0109180238376854 0.0101110530661768 0.011314481666188 0.0144300144300144 0.0180538003249684 0.0391466040321002 0.0137923717574664 0 0.0164846129152604 0.0222317229585293 0.0212529010209894
"practical" 0.0246379107051722 0.0254753889545992 0.0185369306213242 0.00609241320487045 0.0360750360750361 0.0090269001624842 0 0.00212190334730253 0 0.0364396706547862 0.00684053014108593 0.00255034812251872
"activity" 0.00351970152931031 0.00818851787826403 0.0210646938878684 0.00174068948710584 0 0.0128955716606917 0 0.00848761338921012 0 0.0451157827154496 0.0222317229585293 0.0187025528984706
"class" 0.0123189553525861 0.0145573651169138 0.00252776326654421 0.0295917212807993 0.0384800384800385 0.0709256441338044 0 0.00424380669460506 0 0.00520566723639803 0.00171013253527148 0.000850116040839575
"holds" 0 0.00181967063961423 0.000842587755514737 0.00522206846131753 0.00962000962000962 0.0180538003249684 0 0.00106095167365127 0 0.0294987810062555 0.0359127832407012 0.0510069624503745
"lost" 0.0281576122344825 0.0191065417159494 0.00842587755514737 0.0156662053839526 0.00721500721500722 0.0128955716606917 0.0293599530240752 0.0190971301257228 0 0.0104113344727961 0.0256519880290723 0.0144519726942728
"main" 0.0105591045879309 0.015467200436721 0.00505552653308842 0.022628963332376 0.012025012025012 0.0090269001624842 0.0195733020160501 0.0180361784520715 0 0.0173522241213268 0.0102607952116289 0.0263535972660268
"mentioned" 0.00527955229396547 0.0445819306705486 0.0235924571544126 0.0130551711532938 0.00481000481000481 0.00515822866427669 0 0.0254628401676304 0 0.0069408896485307 0.00684053014108593 0.00425058020419787
"reformed" 0.00527955229396547 0 0.000842587755514737 0.00435172371776461 0 0.00128955716606917 0 0 0.0780944943381492 0.0156170017091941 0.171013253527148 0.0102013924900749
"revealed" 0.0193583584112067 0.0282048949140206 0.0143239918437505 0.00609241320487045 0.012025012025012 0.00257911433213834 0 0 0.0390472471690746 0.0286311698001891 0.0359127832407012 0.011901624571754
"somewhat" 0.00703940305862063 0.0227458829951779 0.0210646938878684 0.0313324107679052 0.0216450216450216 0.00773734299641503 0.0195733020160501 0.0275847435149329 0 0.00433805603033169 0 0.0034004641633583
"virtue" 0.00703940305862063 0.00181967063961423 0.00421293877757368 0.000870344743552921 0.0240500240500241 0.0283702576535218 0 0.00106095167365127 0 0.0546595059821793 0.0136810602821719 0.0221030170618289
"assumption" 0 0.00181967063961423 0.00337035102205895 0.00261103423065876 0.00962000962000962 0.00515822866427669 0 0.0031828550209538 0 0.0294987810062555 0.0410431808465156 0.0535573105728932
"b" 0 0.015467200436721 0.00926846531066211 0.021758618588823 0.00481000481000481 0.00515822866427669 0.0293599530240752 0.00848761338921012 0 0.0130141680909951 0.0342026507054297 0.0306041774702247
"due" 0.0123189553525861 0.0227458829951779 0.0311757469540453 0.00957379217908213 0.0240500240500241 0.00515822866427669 0.00978665100802505 0.00954856506286139 0 0.0190874465334594 0.00684053014108593 0.00935127644923532
"neither" 0.0105591045879309 0.0145573651169138 0.00842587755514737 0.0121848264097409 0.00962000962000962 0.0167642431588992 0 0.0222799851466766 0 0.0130141680909951 0.0324925181701582 0.0195526689393102
"suppose" 0.0211182091758619 0.0263852242744063 0.0286479836875011 0.00261103423065876 0 0.00386867149820752 0 0.0339504535568405 0 0.00607327844246436 0.00684053014108593 0.0144519726942728
"actual" 0.00527955229396547 0.0127376944772996 0.00842587755514737 0.0165365501275055 0.0625300625300625 0.0348180434838676 0.00978665100802505 0.00954856506286139 0 0.0147493905031277 0.00342026507054297 0.0102013924900749
"correct" 0.00879925382327579 0.0200163770357565 0.0396016245091926 0.0356841344856698 0.00240500240500241 0.00386867149820752 0 0.0031828550209538 0 0.00433805603033169 0.00171013253527148 0.0102013924900749
"former" 0.00879925382327579 0.0227458829951779 0.0235924571544126 0.0174068948710584 0.00481000481000481 0.0193433574910376 0 0.0233409368203278 0 0.0130141680909951 0.00171013253527148 0.00595081228587702
"conditions" 0.0246379107051722 0.0391229187517059 0.00926846531066211 0.00609241320487045 0.0168350168350168 0.0438449436463518 0.0195733020160501 0.00212190334730253 0 0.00867611206066338 0.00342026507054297 0.00595081228587702
"constantly" 0.0105591045879309 0.00181967063961423 0.000842587755514737 0.0295917212807993 0.0144300144300144 0.0283702576535218 0 0.0031828550209538 0 0.0190874465334594 0.0171013253527148 0.028053829347706
"field" 0.0105591045879309 0.0063688472386498 0.00758328979963263 0.0104441369226351 0.0192400192400192 0.0090269001624842 0 0.0031828550209538 0 0.0242931137698575 0.0273621205643437 0.0365549897561017
"sources" 0.0158386568818964 0.0118278591574925 0.0783606612628705 0.00783310269197629 0.00240500240500241 0.00386867149820752 0 0.00636571004190759 0 0 0.00513039760581445 0.00170023208167915
"cause" 0.022878059940517 0.0127376944772996 0.00842587755514737 0.00783310269197629 0.0240500240500241 0.0232120289892451 0.0195733020160501 0.0286456951885842 0.0390472471690746 0.00780850085459704 0.0171013253527148 0.0127517406125936
"direct" 0.00879925382327579 0.0181967063961423 0.0278053959319863 0.00957379217908213 0.00481000481000481 0.0116060144946225 0.0195733020160501 0.0127314200838152 0 0.0156170017091941 0.0222317229585293 0.0110515085309145
"home" 0.00879925382327579 0.0136475297971067 0.00926846531066211 0.0208882738452701 0.0240500240500241 0.0141851288267609 0.0195733020160501 0.0498647286616095 0 0.00520566723639803 0 0.00595081228587702
"inspiration" 0.022878059940517 0.00181967063961423 0.000842587755514737 0.00174068948710584 0.00240500240500241 0.00257911433213834 0 0 0 0.00260283361819901 0.18469431380932 0.00510069624503745
"involved" 0.00879925382327579 0.0100081885178783 0.00842587755514737 0.00261103423065876 0 0 0.00978665100802505 0.00848761338921012 0 0.0294987810062555 0.0256519880290723 0.0433559180828183
"king" 0.00175985076465516 0.0191065417159494 0.0261202204209568 0.00348137897421169 0.00481000481000481 0.0128955716606917 0.00978665100802505 0.0180361784520715 0 0.0399101154790515 0 0.00425058020419787
"necessity" 0.00527955229396547 0.00454917659903557 0.00421293877757368 0.00435172371776461 0.00962000962000962 0.0090269001624842 0 0.0148533234311177 0 0.0321016146244545 0.0273621205643437 0.0357048737152621
"progress" 0.00703940305862063 0.0109180238376854 0.00842587755514737 0.00957379217908213 0.012025012025012 0.0760838727980811 0.00978665100802505 0.0116704684101639 0 0.0130141680909951 0.00684053014108593 0.00510069624503745
"visit" 0 0.0291147302338277 0.0741477224852968 0.00174068948710584 0.00481000481000481 0.00128955716606917 0.0293599530240752 0.0106095167365127 0 0 0 0
"dictionary" 0 0.0500409425893913 0 0.0704979242277866 0 0.00128955716606917 0 0 0 0 0 0
"ought" 0.0527955229396547 0.0118278591574925 0.00758328979963263 0.00957379217908213 0.00240500240500241 0 0 0.00424380669460506 0 0.0225578913577248 0.0153911928174434 0.0289039453885455
"wisdom" 0.00351970152931031 0.0118278591574925 0.0497126775753695 0.00348137897421169 0.0144300144300144 0.00773734299641503 0.00978665100802505 0.0031828550209538 0 0.0156170017091941 0.0205215904232578 0.0110515085309145
"action" 0.0123189553525861 0.00454917659903557 0.00421293877757368 0.00348137897421169 0.00481000481000481 0.0232120289892451 0.00978665100802505 0.0116704684101639 0 0.0511890611579139 0.0102607952116289 0.0153020887351123
"follows" 0.00703940305862063 0.0181967063961423 0.0193795183768389 0.00696275794842337 0 0.0103164573285534 0 0.0031828550209538 0 0.0242931137698575 0.0136810602821719 0.0289039453885455
"led" 0.0158386568818964 0.0227458829951779 0.0176943428658095 0.00783310269197629 0.00962000962000962 0.0193433574910376 0.0391466040321002 0.020158081799374 0.0390472471690746 0.0164846129152604 0.00684053014108593 0.00510069624503745
"moment" 0.0158386568818964 0.00545901191884269 0.00421293877757368 0.00348137897421169 0.0192400192400192 0.0090269001624842 0.0293599530240752 0.0562304387035171 0 0.0164846129152604 0.0119709277469004 0.0127517406125936
"needs" 0.0105591045879309 0.0200163770357565 0.00842587755514737 0.0121848264097409 0.00481000481000481 0.0116060144946225 0 0.00212190334730253 0 0.0294987810062555 0.0324925181701582 0.0153020887351123
"surely" 0.0281576122344825 0.0172868710763352 0.0126388163327211 0.0191475843581643 0.0408850408850409 0.00128955716606917 0.0195733020160501 0.00742666171555886 0 0.0104113344727961 0.0256519880290723 0.00850116040839575
"begin" 0.0105591045879309 0.00727868255845692 0.00758328979963263 0.00783310269197629 0.0168350168350168 0.00773734299641503 0 0.0031828550209538 0 0.0199550577395258 0.00684053014108593 0.0510069624503745
"events" 0.0369568660577583 0.0309344008734419 0.01600916735478 0.00957379217908213 0.0216450216450216 0.00386867149820752 0.00978665100802505 0.0244018884939791 0.0390472471690746 0.00520566723639803 0.00684053014108593 0.00255034812251872
"evidently" 0.0211182091758619 0.0618688017468838 0.0210646938878684 0.000870344743552921 0 0.00257911433213834 0.0195733020160501 0.0233409368203278 0 0.000867611206066338 0.00171013253527148 0.000850116040839575
"exist" 0.0105591045879309 0.0063688472386498 0.00674070204411789 0.00435172371776461 0 0.0232120289892451 0 0.00848761338921012 0 0.0199550577395258 0.0136810602821719 0.0442060341236579
"greeks" 0 0.00363934127922846 0.000842587755514737 0 0.00481000481000481 0.0348180434838676 0 0.00106095167365127 0 0.0373072818608525 0.00855066267635742 0.0442060341236579
